customer_id,loan_id,name,age,state,income_bracket,credit_score_band,score,grade,term_months,origination_date,apr,loan_amount,sheduled_payments,scheduled_payments,vintage_month
c2a7af9e-ab79-4005-add1-77d2c700d84c,L1001,Christopher Miller,99,Maine,90k+,Very Good,778,A,36,2023-05-03,0.075,26000,808.76,808.76,2023-05-01
101cd468-5a5c-4689-a4c3-8c4119613698,L1002,Jason Nguyen,32,Texas,60k-90k,Excellent,805,A,36,2023-09-14,0.075,13500,419.93,419.93,2023-09-01
fa900d46-88e1-4883-aa6f-30c077c8cd55,L1003,Michael Monroe,21,Rhode Island,<30k,Good,706,C,36,2024-09-26,0.139,20500,699.65,699.65,2024-09-01
38c92c57-215c-48da-affe-6666fa72766d,L1004,Jennifer Martin,53,Oklahoma,90k+,Good,726,B,36,2024-01-29,0.105,26500,861.31,861.31,2024-01-01
ade19b1a-5d3e-438b-bd9e-f14dabd69cb9,L1005,David Snyder,49,Hawaii,30k-60k,Very Good,764,A,36,2024-07-23,0.075,8000,248.85,248.85,2024-07-01
ade19b1a-5d3e-438b-bd9e-f14dabd69cb9,L1006,David Snyder,49,Hawaii,30k-60k,Very Good,764,A,36,2023-03-24,0.075,24500,762.1,762.1,2023-03-01
ae54d496-33f8-4baf-bb05-a81d7d24563a,L1007,Donald Waller,46,Idaho,60k-90k,Fair,630,E,36,2024-01-10,0.221,33000,1261.99,1261.99,2024-01-01
ae54d496-33f8-4baf-bb05-a81d7d24563a,L1008,Donald Waller,46,Idaho,60k-90k,Fair,630,E,36,2024-07-26,0.221,6500,248.57,248.57,2024-07-01
cc5604a3-3a48-4fd2-9dd1-8982aa8bfa01,L1009,Justin Johnson,35,Alaska,30k-60k,Poor,315,G,36,2024-05-01,0.298,29500,1249.09,1249.09,2024-05-01
adb4bded-0a6c-4878-aedc-6fd57543afab,L1010,Kristen Chen,31,Mississippi,30k-60k,Excellent,830,A,36,2023-03-22,0.075,13500,419.93,419.93,2023-03-01
adb4bded-0a6c-4878-aedc-6fd57543afab,L1011,Kristen Chen,31,Mississippi,30k-60k,Excellent,830,A,36,2024-02-17,0.075,10000,311.06,311.06,2024-02-01
248a141c-7ccb-4b72-bfcb-60e4f96b0e5c,L1012,Eric White,87,Texas,30k-60k,Fair,600,F,36,2024-03-12,0.262,3500,141.39,141.39,2024-03-01
b5d23309-b6d2-490d-bd9f-0e25762c5366,L1013,Regina Williams,29,Oklahoma,30k-60k,Excellent,834,A,36,2023-06-12,0.075,13500,419.93,419.93,2023-06-01
33756584-e354-4be7-b108-27306a6d28ec,L1014,Samantha Blair,93,New York,<30k,Very Good,754,B,36,2023-12-14,0.105,2500,81.26,81.26,2023-12-01
892a486a-d560-4aa5-83d6-543d05f68f2f,L1015,Ryan Harrington,72,Virginia,<30k,Very Good,748,B,36,2023-08-08,0.105,40000,1300.1,1300.1,2023-08-01
892a486a-d560-4aa5-83d6-543d05f68f2f,L1016,Ryan Harrington,72,Virginia,<30k,Very Good,748,B,36,2024-01-23,0.105,16500,536.29,536.29,2024-01-01
c55f009f-cfbd-4409-b775-537d77ef456c,L1017,Denise Peters,22,Washington,60k-90k,Good,720,B,36,2023-02-23,0.105,33000,1072.58,1072.58,2023-02-01
8b65edca-fbab-4e12-b7d9-599af21248b3,L1018,Michele Blake,21,Oregon,60k-90k,Excellent,850,A,36,2024-11-08,0.075,26500,824.31,824.31,2024-11-01
b45697ce-b2db-4a99-a602-6f9d2d1a44aa,L1019,Katherine Stanton,29,North Carolina,<30k,Good,739,B,36,2023-03-07,0.105,5000,162.51,162.51,2023-03-01
49342bb1-2907-4b45-808e-57181bddf7cb,L1020,Bonnie Johnson,45,Connecticut,<30k,Very Good,758,B,36,2024-05-06,0.105,36500,1186.34,1186.34,2024-05-01
d06d8b87-5066-4f5a-8044-030417c5b0ff,L1021,David Baldwin,47,Montana,90k+,Good,688,D,36,2024-07-28,0.178,21000,757.1,757.1,2024-07-01
41b87546-daa2-46b6-a2d3-da15043be119,L1022,Sara Smith,82,Massachusetts,90k+,Fair,618,F,36,2024-11-24,0.262,33500,1353.31,1353.31,2024-11-01
c50fc657-c7b1-42d0-84c2-070c4a8006eb,L1023,Devon Curtis,95,South Carolina,30k-60k,Very Good,783,A,36,2024-11-25,0.075,36000,1119.82,1119.82,2024-11-01
e847ba9e-31bf-47aa-9e7c-a35e8c500dae,L1024,Rebekah Melendez,21,Florida,90k+,Good,717,C,36,2024-03-09,0.139,30500,1040.94,1040.94,2024-03-01
fc601fee-51c7-4821-a190-d6804ac3053d,L1025,Stephanie Brown,89,Kansas,30k-60k,Fair,581,G,36,2023-11-10,0.298,2000,84.68,84.68,2023-11-01
5b73e18c-3b44-4674-ba64-5ffda899e4b0,L1026,Amanda Holmes,43,Michigan,<30k,Excellent,835,A,36,2024-10-23,0.075,3500,108.87,108.87,2024-10-01
ff92a26c-e534-4934-bc5c-c7d59e92fc89,L1027,Chad Rollins,87,Alaska,60k-90k,Good,688,D,36,2023-12-07,0.178,23000,829.2,829.2,2023-12-01
604596a7-4b36-4e6e-9ea4-b9b8de933d80,L1028,Elizabeth Rodriguez,71,Ohio,90k+,Good,685,D,36,2024-05-14,0.178,4500,162.23,162.23,2024-05-01
604596a7-4b36-4e6e-9ea4-b9b8de933d80,L1029,Elizabeth Rodriguez,71,Ohio,90k+,Good,685,D,36,2024-02-27,0.178,23000,829.2,829.2,2024-02-01
989dff47-7c27-42dc-9dc9-861c754ce90f,L1030,Tina Russell,46,Missouri,60k-90k,Fair,585,G,36,2023-03-03,0.298,4000,169.37,169.37,2023-03-01
f2f15dd0-5436-45b3-b89f-3c8047c7868c,L1031,Tracy Adams,75,Colorado,60k-90k,Good,670,D,36,2024-08-07,0.178,27500,991.43,991.43,2024-08-01
f2f15dd0-5436-45b3-b89f-3c8047c7868c,L1032,Tracy Adams,75,Colorado,60k-90k,Good,670,D,36,2023-12-13,0.178,8500,306.44,306.44,2023-12-01
0dfe17ff-030e-4567-b43c-9f0efbf74fab,L1033,Isaac Lopez,93,Kentucky,90k+,Good,720,B,36,2023-10-22,0.105,15000,487.54,487.54,2023-10-01
b65f2d6f-a6e7-4a88-b324-ba9424952502,L1034,Randy Rubio,53,Vermont,30k-60k,Very Good,774,A,36,2023-09-29,0.075,35500,1104.27,1104.27,2023-09-01
d13e6de5-4ac5-4b72-ba5c-66cc1332c0c4,L1035,Luis Turner,18,Florida,30k-60k,Fair,650,E,36,2024-07-22,0.221,31000,1185.51,1185.51,2024-07-01
dc002033-e95e-4a59-8670-026dcb1f142d,L1036,Natalie Mcgee,38,Tennessee,30k-60k,Excellent,805,A,36,2023-06-19,0.075,36000,1119.82,1119.82,2023-06-01
fbfa70a2-348d-4feb-a05a-ca135ed1fefa,L1037,Dustin Jackson,72,California,90k+,Excellent,819,A,36,2024-01-29,0.075,11000,342.17,342.17,2024-01-01
fbfa70a2-348d-4feb-a05a-ca135ed1fefa,L1038,Dustin Jackson,72,California,90k+,Excellent,819,A,36,2023-05-20,0.075,39000,1213.14,1213.14,2023-05-01
bfbccef6-a1ef-4fe0-a2e2-43fee14d028a,L1039,Jasmine Simmons,61,Missouri,30k-60k,Fair,606,F,36,2024-04-19,0.262,16500,666.55,666.55,2024-04-01
e709524e-54b2-49c6-9be9-721f80e65087,L1040,Michael Bryant,53,Montana,90k+,Very Good,787,A,36,2023-10-22,0.075,5500,171.08,171.08,2023-10-01
c2279e86-4adb-4c4d-964f-9f3f58ef37e4,L1041,Mary Burke,37,South Dakota,90k+,Excellent,847,A,36,2023-12-25,0.075,3500,108.87,108.87,2023-12-01
c2279e86-4adb-4c4d-964f-9f3f58ef37e4,L1042,Mary Burke,37,South Dakota,90k+,Excellent,847,A,36,2023-04-15,0.075,10500,326.62,326.62,2023-04-01
afb0d1b7-7a7b-4282-b1e2-1d9fc3f11606,L1043,Jon Chambers,45,New Hampshire,90k+,Good,714,C,36,2024-02-02,0.139,33000,1126.26,1126.26,2024-02-01
66272a7c-df1e-4c2a-a6d1-b6173397f360,L1044,Victor Castro,61,New Mexico,<30k,Very Good,753,B,36,2024-05-03,0.105,2000,65.0,65.0,2024-05-01
39a8f449-de18-4f95-92df-f0ebc15361bd,L1045,Matthew Hancock,31,Kentucky,30k-60k,Very Good,766,A,36,2023-01-16,0.075,32000,995.4,995.4,2023-01-01
4d2de388-3de0-4bb6-932e-61fbeeacc3e2,L1046,Amy Conner,29,Florida,90k+,Good,735,B,36,2023-04-05,0.105,4000,130.01,130.01,2023-04-01
4d2de388-3de0-4bb6-932e-61fbeeacc3e2,L1047,Amy Conner,29,Florida,90k+,Good,735,B,36,2024-01-17,0.105,17000,552.54,552.54,2024-01-01
ede9ddb4-c415-4ca7-8cc3-2965e477a285,L1048,Spencer Erickson,66,Montana,30k-60k,Good,688,D,36,2023-04-04,0.178,9500,342.5,342.5,2023-04-01
019d605e-52dc-4d00-8d1a-79096a28a505,L1049,Glenn Williams,30,Arizona,30k-60k,Fair,600,F,36,2024-04-24,0.262,2000,80.79,80.79,2024-04-01
019d605e-52dc-4d00-8d1a-79096a28a505,L1050,Glenn Williams,30,Arizona,30k-60k,Fair,600,F,36,2023-10-01,0.262,12500,504.97,504.97,2023-10-01
b4d447fe-9741-46db-a142-68298fb1b338,L1051,Sean Smith,63,West Virginia,30k-60k,Very Good,751,B,36,2024-12-23,0.105,4500,146.26,146.26,2024-12-01
b4d447fe-9741-46db-a142-68298fb1b338,L1052,Sean Smith,63,West Virginia,30k-60k,Very Good,751,B,36,2023-12-19,0.105,21000,682.55,682.55,2023-12-01
68717a91-7c77-4929-995f-946f2a63a214,L1053,Erik Graham,62,New Mexico,90k+,Very Good,754,B,36,2023-09-06,0.105,7500,243.77,243.77,2023-09-01
602476b2-77db-4f34-9dff-f3bbf2f315e3,L1054,Ronald Hayes,95,Idaho,30k-60k,Good,702,C,36,2023-08-28,0.139,31000,1058.0,1058.0,2023-08-01
0640e0f8-eb36-48c5-84ee-9e7865898626,L1055,Brandon Thomas,51,West Virginia,90k+,Very Good,752,B,36,2023-01-13,0.105,12000,390.03,390.03,2023-01-01
e5583409-f06f-4445-8c58-9eb6fc58a54c,L1056,Trevor Rodgers,23,Washington,90k+,Excellent,807,A,36,2023-11-29,0.075,39500,1228.7,1228.7,2023-11-01
33a1f47d-dc41-489f-8b38-4f860c31d139,L1057,Vincent Davis,76,Georgia,60k-90k,Poor,392,G,36,2024-11-13,0.298,5000,211.71,211.71,2024-11-01
33328aff-57f6-434a-9a78-c2143377bdba,L1058,Jennifer Russell,86,Colorado,<30k,Excellent,842,A,36,2024-11-06,0.075,8000,248.85,248.85,2024-11-01
130cd773-1931-4603-a408-4bb1e1eda9da,L1059,Gina Crawford,33,New York,90k+,Good,676,D,36,2024-06-19,0.178,8500,306.44,306.44,2024-06-01
fdaee43a-4487-4dc7-8c82-87fb221d7a3c,L1060,Paul Castro,66,New Mexico,<30k,Excellent,848,A,36,2024-12-07,0.075,33500,1042.06,1042.06,2024-12-01
1a31a469-5735-4196-8e9f-143f359587c6,L1061,Thomas Roberts,28,Utah,90k+,Excellent,835,A,36,2024-04-07,0.075,40000,1244.25,1244.25,2024-04-01
0d51e2bf-a1bc-41fc-b5da-ba2bba021818,L1062,Lisa Howell,88,Mississippi,30k-60k,Poor,536,G,36,2023-08-12,0.298,15500,656.3,656.3,2023-08-01
bf2128b1-c426-4258-a7af-f5ea28a5d9ee,L1063,Jennifer Smith,55,California,<30k,Excellent,841,A,36,2023-10-05,0.075,5000,155.53,155.53,2023-10-01
db90e2b4-9750-4a7f-9db4-cb95ec83c904,L1064,Johnny Turner,98,Nevada,90k+,Very Good,775,A,36,2024-04-26,0.075,14500,451.04,451.04,2024-04-01
478cd64b-7d1a-4627-95db-961e2b2521e9,L1065,Vincent Riley,97,Utah,<30k,Fair,589,G,36,2024-08-07,0.298,29000,1227.92,1227.92,2024-08-01
478cd64b-7d1a-4627-95db-961e2b2521e9,L1066,Vincent Riley,97,Utah,<30k,Fair,589,G,36,2024-08-06,0.298,23000,973.87,973.87,2024-08-01
4578d402-3758-44ae-b98c-b2b6b7e4c3fe,L1067,Michael Johns,64,Pennsylvania,90k+,Very Good,758,B,36,2024-11-07,0.105,27500,893.82,893.82,2024-11-01
051514b2-9ece-42cf-8421-460d9cb573a9,L1068,Deborah Banks,91,Florida,<30k,Excellent,842,A,36,2023-12-27,0.075,22000,684.34,684.34,2023-12-01
c35dc88e-24dc-4fd3-806a-5e5c3cce0e26,L1069,Stephen Hill,42,New York,<30k,Good,678,D,36,2024-04-17,0.178,9000,324.47,324.47,2024-04-01
c35dc88e-24dc-4fd3-806a-5e5c3cce0e26,L1070,Stephen Hill,42,New York,<30k,Good,678,D,36,2023-11-12,0.178,38500,1388.01,1388.01,2023-11-01
85ab217d-87d3-4ba0-9c60-739dc5afcf78,L1071,Colton Johnson PhD,26,South Carolina,90k+,Poor,428,G,36,2023-06-08,0.298,37000,1566.66,1566.66,2023-06-01
2af0afaa-7a57-43a3-bb84-f753704e25a8,L1072,Joshua Brewer,23,New Mexico,90k+,Good,682,D,36,2024-02-05,0.178,10000,360.52,360.52,2024-02-01
2af0afaa-7a57-43a3-bb84-f753704e25a8,L1073,Joshua Brewer,23,New Mexico,90k+,Good,682,D,36,2023-11-18,0.178,22000,793.15,793.15,2023-11-01
2af0afaa-7a57-43a3-bb84-f753704e25a8,L1074,Joshua Brewer,23,New Mexico,90k+,Good,682,D,36,2023-10-15,0.178,15000,540.78,540.78,2023-10-01
84b971c5-d63c-4dc0-83ac-901fc8bb2066,L1075,Duane Kaiser,47,Massachusetts,<30k,Very Good,752,B,36,2024-07-11,0.105,4000,130.01,130.01,2024-07-01
eea45581-c631-4617-b435-4bde6800b569,L1076,Andrew Pruitt,55,Ohio,90k+,Excellent,846,A,36,2024-11-15,0.075,40000,1244.25,1244.25,2024-11-01
d946205d-e065-446b-a73a-133600ccf33f,L1077,Shawn Weaver,28,Missouri,30k-60k,Good,732,B,36,2024-04-03,0.105,12500,406.28,406.28,2024-04-01
d946205d-e065-446b-a73a-133600ccf33f,L1078,Shawn Weaver,28,Missouri,30k-60k,Good,732,B,36,2024-07-30,0.105,23000,747.56,747.56,2024-07-01
753bea92-fb53-4b45-be22-8a53081c23ba,L1079,April Hill,47,California,60k-90k,Good,712,C,36,2024-01-14,0.139,5000,170.65,170.65,2024-01-01
0fe7682f-9b24-49d5-bf67-f820fec663ba,L1080,Pamela Alexander,30,Alabama,30k-60k,Very Good,762,A,36,2023-04-26,0.075,9000,279.96,279.96,2023-04-01
0fe7682f-9b24-49d5-bf67-f820fec663ba,L1081,Pamela Alexander,30,Alabama,30k-60k,Very Good,762,A,36,2024-06-04,0.075,19000,591.02,591.02,2024-06-01
6369850d-ad24-4a17-ac46-8a48e3a5709e,L1082,William Fletcher,66,New Hampshire,<30k,Very Good,748,B,36,2023-01-28,0.105,10500,341.28,341.28,2023-01-01
6369850d-ad24-4a17-ac46-8a48e3a5709e,L1083,William Fletcher,66,New Hampshire,<30k,Very Good,748,B,36,2023-04-26,0.105,28000,910.07,910.07,2023-04-01
7bc5705c-b348-4ec1-bf7e-d04b1192c751,L1084,Kevin Martin,53,Ohio,30k-60k,Excellent,842,A,36,2023-08-22,0.075,12000,373.27,373.27,2023-08-01
a361bce9-b7cb-467d-873f-df37ffceaa75,L1085,Richard Hayes,76,Maine,60k-90k,Fair,663,D,36,2023-06-30,0.178,25000,901.3,901.3,2023-06-01
a361bce9-b7cb-467d-873f-df37ffceaa75,L1086,Richard Hayes,76,Maine,60k-90k,Fair,663,D,36,2024-08-17,0.178,37500,1351.96,1351.96,2024-08-01
1af8c7e6-6c0e-4895-8628-d98737f6ec92,L1087,Rebecca Hicks,99,Minnesota,60k-90k,Very Good,755,B,36,2023-03-13,0.105,12000,390.03,390.03,2023-03-01
4aa7723c-cb69-4f10-a1e9-efe3ddc0069c,L1088,Christina Fernandez,64,Georgia,90k+,Good,682,D,36,2023-07-14,0.178,29500,1063.54,1063.54,2023-07-01
4aa7723c-cb69-4f10-a1e9-efe3ddc0069c,L1089,Christina Fernandez,64,Georgia,90k+,Good,682,D,36,2024-04-21,0.178,17000,612.89,612.89,2024-04-01
3af49a01-d216-46c5-9471-016f36d0cb69,L1090,Andrew White,38,Maine,60k-90k,Excellent,818,A,36,2023-11-17,0.075,39000,1213.14,1213.14,2023-11-01
3929be1b-0241-44ef-b900-0f2e56abe49c,L1091,Nathan Kelly,65,Wisconsin,90k+,Good,678,D,36,2024-06-30,0.178,3500,126.18,126.18,2024-06-01
c91f2ace-951c-400a-83ba-2a89ef282575,L1092,Thomas Miller,63,Maryland,30k-60k,Very Good,797,A,36,2024-06-05,0.075,9500,295.51,295.51,2024-06-01
09c72648-23bb-4d74-9ae2-d415bdf12ab1,L1093,Amy Dudley,44,Washington,60k-90k,Very Good,752,B,36,2023-06-25,0.105,7500,243.77,243.77,2023-06-01
7932b9d1-ec6f-4655-bff8-4b588b8e81c0,L1094,Austin Roberts,52,Washington,60k-90k,Very Good,760,A,36,2024-03-06,0.075,25500,793.21,793.21,2024-03-01
a609816c-f8ce-4202-9fc7-bf202685d24c,L1095,Dean Gonzalez,27,West Virginia,<30k,Poor,548,G,36,2024-07-28,0.298,11500,486.93,486.93,2024-07-01
b54fe25b-b9a4-484a-a715-fe009eda1246,L1096,Monica Scott,95,Vermont,60k-90k,Good,727,B,36,2023-07-11,0.105,2000,65.0,65.0,2023-07-01
b54fe25b-b9a4-484a-a715-fe009eda1246,L1097,Monica Scott,95,Vermont,60k-90k,Good,727,B,36,2024-07-07,0.105,33000,1072.58,1072.58,2024-07-01
6cb59dfb-c396-43c2-a0de-1876b10d81f4,L1098,Mark Glover,99,Maine,30k-60k,Good,712,C,36,2024-06-03,0.139,6500,221.84,221.84,2024-06-01
db140084-9a4e-450c-9a21-85543233f02c,L1099,Rachael Hernandez,39,Montana,<30k,Very Good,779,A,36,2024-04-26,0.075,1500,46.66,46.66,2024-04-01
412b8ff7-1baf-4539-97d1-34703c689ab1,L1100,Ricky Jones,86,Alabama,<30k,Fair,664,D,36,2023-10-05,0.178,1500,54.08,54.08,2023-10-01
523e94ff-e8f0-46b2-a6f4-51765016f15f,L1101,Scott Lopez,49,Ohio,90k+,Very Good,759,B,36,2024-04-29,0.105,13000,422.53,422.53,2024-04-01
6f03f699-7c41-482b-84ca-77b9f0d5b7a2,L1102,Daniel Byrd,38,New Hampshire,90k+,Very Good,784,A,36,2023-01-09,0.075,7000,217.74,217.74,2023-01-01
2441a2d1-2e62-443c-b6f0-32eb9dd2cb4a,L1103,Mary Weaver,77,California,60k-90k,Good,689,D,36,2024-08-23,0.178,40000,1442.09,1442.09,2024-08-01
6c6fd365-a54e-410d-bc98-3b844a4ddd78,L1104,Michele Dennis,66,Hawaii,<30k,Good,716,C,36,2023-02-25,0.139,19500,665.52,665.52,2023-02-01
42f7d3a6-c3d8-469e-9fe8-bc0d48f99229,L1105,Stephanie Hahn,52,North Carolina,<30k,Good,710,C,36,2023-01-16,0.139,28500,972.68,972.68,2023-01-01
42f7d3a6-c3d8-469e-9fe8-bc0d48f99229,L1106,Stephanie Hahn,52,North Carolina,<30k,Good,710,C,36,2024-01-09,0.139,32000,1092.13,1092.13,2024-01-01
a068231a-7335-4006-a11a-e9c6d31acfc7,L1107,Kayla Rogers,99,Louisiana,30k-60k,Good,724,B,36,2023-04-08,0.105,9500,308.77,308.77,2023-04-01
7a1a10bf-2b6d-4467-ac22-a53067bda9cd,L1108,Abigail Spence,89,Rhode Island,<30k,Fair,601,F,36,2023-08-10,0.262,14500,585.76,585.76,2023-08-01
dbcc0aff-d368-46be-837f-90e539e20eb3,L1109,Jeff Smith,46,Ohio,30k-60k,Excellent,800,A,36,2023-01-26,0.075,10500,326.62,326.62,2023-01-01
588a91fd-1366-48f6-881a-28b542a07953,L1110,Eugene Rodriguez,59,Minnesota,<30k,Good,710,C,36,2024-04-03,0.139,19000,648.45,648.45,2024-04-01
85e33c3c-ce1d-4d4c-8aaf-8117bcd611ac,L1111,Sherry Smith,25,Kentucky,30k-60k,Excellent,815,A,36,2024-12-09,0.075,35500,1104.27,1104.27,2024-12-01
2c794f1a-c14c-43f5-9781-6e1edb431f71,L1112,Jeffery Jackson,47,Rhode Island,30k-60k,Poor,413,G,36,2023-01-18,0.298,30500,1291.43,1291.43,2023-01-01
f750717a-7a8d-4d2d-be8e-b7de25294228,L1113,Laura Stevens,22,Maine,<30k,Good,725,B,36,2024-03-04,0.105,28000,910.07,910.07,2024-03-01
b09b38d6-81f8-4158-b318-02e270573815,L1114,Gail Singh,58,Minnesota,30k-60k,Good,705,C,36,2023-03-31,0.139,16500,563.13,563.13,2023-03-01
b09b38d6-81f8-4158-b318-02e270573815,L1115,Gail Singh,58,Minnesota,30k-60k,Good,705,C,36,2024-04-19,0.139,12500,426.61,426.61,2024-04-01
b09b38d6-81f8-4158-b318-02e270573815,L1116,Gail Singh,58,Minnesota,30k-60k,Good,705,C,36,2023-06-04,0.139,3500,119.45,119.45,2023-06-01
272c9a38-b036-4fc0-8abf-9ab0b44865cf,L1117,Jacob Long,69,South Dakota,60k-90k,Good,716,C,36,2024-10-02,0.139,13000,443.68,443.68,2024-10-01
31ac3205-f1cc-42b6-9492-ac6ab4af9aac,L1118,Dana Baker,52,New Hampshire,<30k,Good,687,D,36,2023-12-24,0.178,34000,1225.77,1225.77,2023-12-01
6c4ff21e-c62a-4b02-a01a-4788cdc74187,L1119,Larry Montgomery,26,Arkansas,<30k,Very Good,783,A,36,2023-09-20,0.075,7000,217.74,217.74,2023-09-01
4ff1bb99-d55b-44c6-8291-0c326cb301a8,L1120,Heather Lopez,45,Delaware,60k-90k,Very Good,786,A,36,2024-09-05,0.075,20500,637.68,637.68,2024-09-01
13971f7c-ae28-4a3f-b46e-f744f76402ab,L1121,Christina Rivera,90,Wyoming,30k-60k,Good,712,C,36,2023-02-01,0.139,24000,819.1,819.1,2023-02-01
ccc2addc-a9a8-4d89-a7f9-916316970914,L1122,Jerome Jordan,58,South Dakota,60k-90k,Good,731,B,36,2024-02-18,0.105,28500,926.32,926.32,2024-02-01
75977e2e-36ce-4032-8a38-0c8a84129807,L1123,Jennifer Roy,45,Missouri,30k-60k,Good,729,B,36,2024-04-06,0.105,1500,48.75,48.75,2024-04-01
8d05fee4-c779-4c50-a269-ff9b5fa22608,L1124,Dr. Jessica Hunter,81,Michigan,60k-90k,Very Good,768,A,36,2024-11-29,0.075,37500,1166.48,1166.48,2024-11-01
760db967-6910-4ebd-8529-bc10aa825c9b,L1125,Roy Gardner,68,Rhode Island,<30k,Good,715,C,36,2023-05-21,0.139,16500,563.13,563.13,2023-05-01
a07d19cf-bdbc-47cf-80b9-0bdeb23ef761,L1126,Andrew Giles,76,Missouri,60k-90k,Fair,619,F,36,2024-11-20,0.262,13500,545.36,545.36,2024-11-01
48b3dae4-e67f-457b-9271-3517727971f3,L1127,Debra Robertson,36,New Hampshire,30k-60k,Very Good,771,A,36,2023-09-27,0.075,8500,264.4,264.4,2023-09-01
3edbccc4-3065-4a08-893b-09c972ae65dd,L1128,Amber Gibson,51,Connecticut,60k-90k,Excellent,835,A,36,2024-05-29,0.075,35500,1104.27,1104.27,2024-05-01
104f4d88-c035-42d3-9d94-a9a9dd84f20e,L1129,Trevor Davis,35,Missouri,90k+,Excellent,806,A,36,2023-01-01,0.075,7500,233.3,233.3,2023-01-01
a5198798-cd61-4348-942f-e989b66375c6,L1130,Susan Watson,49,Maryland,30k-60k,Very Good,751,B,36,2024-08-18,0.105,24500,796.31,796.31,2024-08-01
a5198798-cd61-4348-942f-e989b66375c6,L1131,Susan Watson,49,Maryland,30k-60k,Very Good,751,B,36,2024-03-16,0.105,36500,1186.34,1186.34,2024-03-01
dc5b5943-0f45-4180-8871-a0fdd105585b,L1132,Lacey Hall,89,Alaska,30k-60k,Very Good,781,A,36,2024-08-11,0.075,34500,1073.16,1073.16,2024-08-01
211c86ef-c2a9-441e-a072-50b443b7d5f8,L1133,Mrs. Jo Myers,86,North Carolina,60k-90k,Very Good,778,A,36,2023-06-30,0.075,15500,482.15,482.15,2023-06-01
211c86ef-c2a9-441e-a072-50b443b7d5f8,L1134,Mrs. Jo Myers,86,North Carolina,60k-90k,Very Good,778,A,36,2023-10-18,0.075,31500,979.85,979.85,2023-10-01
fd9ae4a1-c08c-4777-8821-b4e007a89c28,L1135,Brian Ibarra,51,Ohio,<30k,Excellent,805,A,36,2023-02-10,0.075,14500,451.04,451.04,2023-02-01
a6ad522a-fa18-4f7b-b5af-49d53be20298,L1136,Joel Lynch DVM,92,Wisconsin,90k+,Good,705,C,36,2024-03-17,0.139,19000,648.45,648.45,2024-03-01
7f602a34-f97e-4d85-b810-eed28025f571,L1137,Kelly Krueger,72,Nebraska,90k+,Good,687,D,36,2024-02-04,0.178,4500,162.23,162.23,2024-02-01
b7e62884-f73f-474d-af52-b40f4b6bde03,L1138,Mr. Marc Blair Jr.,92,South Carolina,30k-60k,Excellent,834,A,36,2023-12-02,0.075,13500,419.93,419.93,2023-12-01
a310d282-136f-41f9-bdd7-78564fe8062a,L1139,Jennifer Moreno,69,Alabama,90k+,Good,695,C,36,2023-03-18,0.139,8500,290.1,290.1,2023-03-01
